word,input_phrase,concept
bagaço,Agricultural waste recycling for housing ,Incremental housing
biocomposite,Agricultural waste recycling for housing ,Incremental housing
biocompuesto,Agricultural waste recycling for housing ,Incremental housing
biokomposit,Agricultural waste recycling for housing ,Incremental housing
biocomposito,Agricultural waste recycling for housing ,Incremental housing
biokompozyt,Agricultural waste recycling for housing ,Incremental housing
biocomposto,Agricultural waste recycling for housing ,Incremental housing
resilient housing,resilient housing,Incremental housing
resilient,resilient housing,Incremental housing
resistente,resilient housing,Incremental housing
résilient,resilient housing,Incremental housing
widerstandsfähig,resilient housing,Incremental housing
resiliente,resilient housing,Incremental housing
odporny,resilient housing,Incremental housing
wohnungsbau,resilient housing,Incremental housing
nature based solutions for residential,nature based solutions for residential,Incremental housing
greenroof,nature based solutions for residential,Incremental housing
techo verde,nature based solutions for residential,Incremental housing
toit végétalisé,nature based solutions for residential,Incremental housing
gründach,nature based solutions for residential,Incremental housing
tetto verde,nature based solutions for residential,Incremental housing
dach zielony,nature based solutions for residential,Incremental housing
telhado verde,nature based solutions for residential,Incremental housing
rainwaterharvesting,nature based solutions for residential,Incremental housing
captación de agua de lluvia,nature based solutions for residential,Incremental housing
récupération d'eau de pluie,nature based solutions for residential,Incremental housing
regenwassernutzung,nature based solutions for residential,Incremental housing
raccolta acqua piovana,nature based solutions for residential,Incremental housing
zbieranie wody deszczowej,nature based solutions for residential,Incremental housing
captação de água da chuva,nature based solutions for residential,Incremental housing
permaculture,nature based solutions for residential,Incremental housing
permacultura,nature based solutions for residential,Incremental housing
permakultur,nature based solutions for residential,Incremental housing
permakultura,nature based solutions for residential,Incremental housing
phytoremediation,nature based solutions for residential,Incremental housing
fitorremediación,nature based solutions for residential,Incremental housing
phytorémédiation,nature based solutions for residential,Incremental housing
phytoremediation,nature based solutions for residential,Incremental housing
fitorimediazione,nature based solutions for residential,Incremental housing
fitoremediacja,nature based solutions for residential,Incremental housing
fitorremediação,nature based solutions for residential,Incremental housing
biophilia,nature based solutions for residential,Incremental housing
biofilia,nature based solutions for residential,Incremental housing
biophilie,nature based solutions for residential,Incremental housing
biophilie,nature based solutions for residential,Incremental housing
environmental protection for residential,environmental protection for residential,Incremental housing
ecodesign,environmental protection for residential,Incremental housing
ecodiseño,environmental protection for residential,Incremental housing
écoconception,environmental protection for residential,Incremental housing
ökodesign,environmental protection for residential,Incremental housing
ekoprojektowanie,environmental protection for residential,Incremental housing
dämmung,environmental protection for residential,Incremental housing
ventilation,environmental protection for residential,Incremental housing
ventilación,environmental protection for residential,Incremental housing
lüftung,environmental protection for residential,Incremental housing
ventilazione,environmental protection for residential,Incremental housing
wentylacja,environmental protection for residential,Incremental housing
ventilação,environmental protection for residential,Incremental housing
ecosystem restoration for residential,ecosystem restoration for residential,Incremental housing
bioretention,ecosystem restoration for residential,Incremental housing
biorretención,ecosystem restoration for residential,Incremental housing
biorétention,ecosystem restoration for residential,Incremental housing
bioretention,ecosystem restoration for residential,Incremental housing
bioritenzione,ecosystem restoration for residential,Incremental housing
bioretencja,ecosystem restoration for residential,Incremental housing
biorretenção,ecosystem restoration for residential,Incremental housing
reforestation,ecosystem restoration for residential,Incremental housing
reforestación,ecosystem restoration for residential,Incremental housing
reboisement,ecosystem restoration for residential,Incremental housing
wiederaufforstung,ecosystem restoration for residential,Incremental housing
riforestazione,ecosystem restoration for residential,Incremental housing
zalesianie,ecosystem restoration for residential,Incremental housing
reflorestação,ecosystem restoration for residential,Incremental housing
phytoremédiation,ecosystem restoration for residential,Incremental housing
phytosanierung,ecosystem restoration for residential,Incremental housing
fitoremedazione,ecosystem restoration for residential,Incremental housing
adaptation of housing,adaptation of housing,Incremental housing
adaptation,adaptation of housing,Incremental housing
adaptación,adaptation of housing,Incremental housing
anpassung,adaptation of housing,Incremental housing
adattamento,adaptation of housing,Incremental housing
adaptacja,adaptation of housing,Incremental housing
adaptação,adaptation of housing,Incremental housing
"eviction prevention, protection or moratorium","Eviction prevention, protection or moratorium",Incremental housing
zwangsräumung,"Eviction prevention, protection or moratorium",Incremental housing
moratorium,"Eviction prevention, protection or moratorium",Incremental housing
moratoria,"Eviction prevention, protection or moratorium",Incremental housing
moratoire,"Eviction prevention, protection or moratorium",Incremental housing
moratorium,"Eviction prevention, protection or moratorium",Incremental housing
moratório,"Eviction prevention, protection or moratorium",Incremental housing
aashwa'i,aashwa'i,Incremental housing
slum,aashwa'i,Incremental housing
chabola,aashwa'i,Incremental housing
bidonville,aashwa'i,Incremental housing
baraccopoli,aashwa'i,Incremental housing
slumsy,aashwa'i,Incremental housing
favela,aashwa'i,Incremental housing
ahata,ahata,Incremental housing
courtyard,ahata,Incremental housing
patio,ahata,Incremental housing
cour,ahata,Incremental housing
innenhof,ahata,Incremental housing
cortile,ahata,Incremental housing
dziedziniec,ahata,Incremental housing
pátio,ahata,Incremental housing
arrabal,arrabal,Incremental housing
periphery,arrabal,Incremental housing
periferia,arrabal,Incremental housing
périphérie,arrabal,Incremental housing
peripherie,arrabal,Incremental housing
peryferie,arrabal,Incremental housing
outskirts,arrabal,Incremental housing
extrarradio,arrabal,Incremental housing
stadtrand,arrabal,Incremental housing
obrzeża,arrabal,Incremental housing
arredores,arrabal,Incremental housing
asentamiento,asentamiento ,Incremental housing
settlement,asentamiento ,Incremental housing
implantation,asentamiento ,Incremental housing
siedlung,asentamiento ,Incremental housing
insediamento,asentamiento ,Incremental housing
assentamento,asentamiento ,Incremental housing
barraca,barraca,Incremental housing
shack,barraca,Incremental housing
baraque,barraca,Incremental housing
baracke,barraca,Incremental housing
baracca,barraca,Incremental housing
barak,barraca,Incremental housing
barraco,barraca,Incremental housing
barrida,barrida,Incremental housing
barriada,barrida,Incremental housing
slum,barrida,Incremental housing
barrio,barrio,Incremental housing
basti,basti,Incremental housing
bidon,bidon,Incremental housing
jerrycan,bidon,Incremental housing
bidón,bidon,Incremental housing
kanister,bidon,Incremental housing
tanica,bidon,Incremental housing
bidão,bidon,Incremental housing
bidonville,bidonville,Incremental housing
tugurio,bidonville,Incremental housing
elendsviertel,bidonville,Incremental housing
shantytown,bidonville,Incremental housing
barrio marginal,bidonville,Incremental housing
elendsviertel,bidonville,Incremental housing
brarek,brarek,Incremental housing
shell,brarek,Incremental housing
envolvente,brarek,Incremental housing
coque,brarek,Incremental housing
hülle,brarek,Incremental housing
involucro,brarek,Incremental housing
płaszcz,brarek,Incremental housing
skeleton,brarek,Incremental housing
esqueleto,brarek,Incremental housing
squelette,brarek,Incremental housing
skelett,brarek,Incremental housing
scheletro,brarek,Incremental housing
szkielet,brarek,Incremental housing
concrete,brarek,Incremental housing
hormigón,brarek,Incremental housing
béton,brarek,Incremental housing
beton,brarek,Incremental housing
calcestruzzo,brarek,Incremental housing
concreto,brarek,Incremental housing
bustee,bustee,Incremental housing
elendsviertel,bustee,Incremental housing
dzielnica nędzy,bustee,Incremental housing
asentamiento chabolista,bustee,Incremental housing
behelfsiedlung,bustee,Incremental housing
cortiço,bustee,Incremental housing
campamento,campamento,Incremental housing
slum,campamento,Incremental housing
elendsviertel,campamento,Incremental housing
cantegril,cantegril,Incremental housing
chawl,chawl,Incremental housing
chawls,chawl,Incremental housing
chacarita,chacarita,Incremental housing
chacarita,chacarita,Incremental housing
chacarita,chacarita,Incremental housing
chacarita,chacarita,Incremental housing
chacarita,chacarita,Incremental housing
chacarita,chacarita,Incremental housing
chacarita,chacarita,Incremental housing
chacarita,chacarita,Incremental housing
ciudad perdida,ciudad perdida,Incremental housing
city,ciudad perdida,Incremental housing
ciudad,ciudad perdida,Incremental housing
ville,ciudad perdida,Incremental housing
stadt,ciudad perdida,Incremental housing
città,ciudad perdida,Incremental housing
miasto,ciudad perdida,Incremental housing
cidade,ciudad perdida,Incremental housing
lost,ciudad perdida,Incremental housing
perdida,ciudad perdida,Incremental housing
perdue,ciudad perdida,Incremental housing
verloren,ciudad perdida,Incremental housing
persa,ciudad perdida,Incremental housing
zagubiona,ciudad perdida,Incremental housing
colonia popular,colonia popular,Incremental housing
colony,colonia popular,Incremental housing
colonia,colonia popular,Incremental housing
colonie,colonia popular,Incremental housing
kolonie,colonia popular,Incremental housing
kolonia,colonia popular,Incremental housing
colônia,colonia popular,Incremental housing
comuna,comuna,Incremental housing
commune,comuna,Incremental housing
kommune,comuna,Incremental housing
comune,comuna,Incremental housing
gmina,comuna,Incremental housing
comunidade,comunidade,Incremental housing
community,comunidade,Incremental housing
comunidad,comunidade,Incremental housing
communauté,comunidade,Incremental housing
gemeinschaft,comunidade,Incremental housing
comunità,comunidade,Incremental housing
społeczność,comunidade,Incremental housing
conventillos,conventillos,Incremental housing
conventillo,conventillos,Incremental housing
conventilho,conventillos,Incremental housing
cortiço,cortiço,Incremental housing
tenement,cortiço,Incremental housing
inquilinato,cortiço,Incremental housing
taudis,cortiço,Incremental housing
mietskaserne,cortiço,Incremental housing
caseggiato,cortiço,Incremental housing
kamienica,cortiço,Incremental housing
elendsviertel,elendsviertel,Incremental housing
elendsviertel,elendsviertel,Incremental housing
favela,favela,Incremental housing
foundouks,foundouks,Incremental housing
foundouk,foundouks,Incremental housing
fondouk,foundouks,Incremental housing
funduk,foundouks,Incremental housing
funduque,foundouks,Incremental housing
caravanserai,foundouks,Incremental housing
caravansérail,foundouks,Incremental housing
karawanserei,foundouks,Incremental housing
caravanserraglio,foundouks,Incremental housing
karawanseraj,foundouks,Incremental housing
gecekondu,gecekondu,Incremental housing
poblado chabolista,gecekondu,Incremental housing
elendsviertel,gecekondu,Incremental housing
ghetto,ghetto,Incremental housing
gueto,ghetto,Incremental housing
ghetto,ghetto,Incremental housing
getto,ghetto,Incremental housing
illegal settlement,illegal settlement,Incremental housing
elendsviertel,illegal settlement,Incremental housing
squatter,illegal settlement,Incremental housing
ocupante ilegal,illegal settlement,Incremental housing
squatteur,illegal settlement,Incremental housing
hausbesetzer,illegal settlement,Incremental housing
occupante abusivo,illegal settlement,Incremental housing
dziki lokator,illegal settlement,Incremental housing
invasor de moradia,illegal settlement,Incremental housing
squatting,illegal settlement,Incremental housing
ocupación ilegal,illegal settlement,Incremental housing
squat,illegal settlement,Incremental housing
hausbesetzung,illegal settlement,Incremental housing
occupazione abusiva,illegal settlement,Incremental housing
dzikie zajmowanie,illegal settlement,Incremental housing
ocupação ilegal,illegal settlement,Incremental housing
imijondolo,imijondolo,Incremental housing
elendsviertel,imijondolo,Incremental housing
barakowisko,imijondolo,Incremental housing
slum,imijondolo,Incremental housing
informal city/settlement,informal city/settlement,Incremental housing
elendsviertel,informal city/settlement,Incremental housing
habitat précaire,habitat précaire,Incremental housing
precarity,habitat précaire,Incremental housing
precariedad,habitat précaire,Incremental housing
précarité,habitat précaire,Incremental housing
prekarität,habitat précaire,Incremental housing
precarietà,habitat précaire,Incremental housing
prekaryjność,habitat précaire,Incremental housing
precariedade,habitat précaire,Incremental housing
slum,habitat précaire,Incremental housing
habitat spontané,habitat spontané,Incremental housing
selfconstruction,habitat spontané,Incremental housing
autoconstrucción,habitat spontané,Incremental housing
autoconstruction,habitat spontané,Incremental housing
selbstbau,habitat spontané,Incremental housing
autocostruzione,habitat spontané,Incremental housing
samobudowa,habitat spontané,Incremental housing
autoconstrução,habitat spontané,Incremental housing
hood,hood,Incremental housing
jhopadpatti,jhopadpatti,Incremental housing
kampong,kampong,Incremental housing
kampong,kampong,Incremental housing
kartonsko naselje,kartonsko naselje,Incremental housing
slum,kartonsko naselje,Incremental housing
katchi abadi,katchi abadi,Incremental housing
elendsviertel,katchi abadi,Incremental housing
elendsviertel,katchi abadi,Incremental housing
katra,katra,Incremental housing
kijiji,kijiji,Incremental housing
incrementalhousing,kijiji,Incremental housing
viviendaincremental,kijiji,Incremental housing
logementprogressif,kijiji,Incremental housing
inkrementelleswohnen,kijiji,Incremental housing
abitazioneincrementale,kijiji,Incremental housing
mieszkanioprzyrostowe,kijiji,Incremental housing
habitacaoincremental,kijiji,Incremental housing
corehousing,kijiji,Incremental housing
vivendabásica,kijiji,Incremental housing
logementdebase,kijiji,Incremental housing
kernwohnungsbau,kijiji,Incremental housing
abitazionedibase,kijiji,Incremental housing
mieszkaniebazowe,kijiji,Incremental housing
habitacaodebase,kijiji,Incremental housing
selfhelphousing,kijiji,Incremental housing
viviendadeautoconstruccion,kijiji,Incremental housing
logementautoconstruction,kijiji,Incremental housing
eigenhilfehausbau,kijiji,Incremental housing
casadautocostruzione,kijiji,Incremental housing
samopomocnebudownictwo,kijiji,Incremental housing
autoconstrucaohabitacional,kijiji,Incremental housing
lahbach,lahbach,Incremental housing
lahbach,lahbach,Incremental housing
lahbach,lahbach,Incremental housing
lahbach,lahbach,Incremental housing
lahbach,lahbach,Incremental housing
lahbach,lahbach,Incremental housing
lahbach,lahbach,Incremental housing
lahbach,lahbach,Incremental housing
loteamento,loteamento,Incremental housing
loteamiento,loteamento,Incremental housing
parzellierung,loteamento,Incremental housing
parcelacja,loteamento,Incremental housing
mabanda,mabanda,Incremental housing
masseque,masseque,Incremental housing
massing,masseque,Incremental housing
volumetría,masseque,Incremental housing
volumétrie,masseque,Incremental housing
volumetrie,masseque,Incremental housing
volumetria,masseque,Incremental housing
wolumetria,masseque,Incremental housing
medina achouaia,medina achouaia,Incremental housing
medinaachouaia,medina achouaia,Incremental housing
morro,morro,Incremental housing
mudal safi,mudal safi,Incremental housing
inkrementalny,mudal safi,Incremental housing
erweiterung,mudal safi,Incremental housing
rozszerzenie,mudal safi,Incremental housing
selbstbau,mudal safi,Incremental housing
pelli gewal,pelli gewal,Incremental housing
poblacion callampa,poblacion callampa,Incremental housing
callampa,poblacion callampa,Incremental housing
elendsviertel,poblacion callampa,Incremental housing
asentamiento precario,asentamiento precario,Incremental housing
elendsviertel,asentamiento precario,Incremental housing
elendsiedlung,asentamiento precario,Incremental housing
dzielnica slumska,asentamiento precario,Incremental housing
pueblos jóvene,pueblos jóvene,Incremental housing
pueblos jóvenes,pueblos jóvene,Incremental housing
elendsviertel,pueblos jóvene,Incremental housing
slum,pueblos jóvene,Incremental housing
quartier irrégulier,quartier irrégulier,Incremental housing
informality,quartier irrégulier,Incremental housing
informalidad,quartier irrégulier,Incremental housing
informalité,quartier irrégulier,Incremental housing
informalität,quartier irrégulier,Incremental housing
informalità,quartier irrégulier,Incremental housing
nieformalność,quartier irrégulier,Incremental housing
informalidade,quartier irrégulier,Incremental housing
elendsviertel,quartier irrégulier,Incremental housing
quartos do slum,quartos do slum,Incremental housing
shack,shack,Incremental housing
baracke,shack,Incremental housing
shanty house / shanty town,shanty house / shanty town,Incremental housing
shanty,shanty house / shanty town,Incremental housing
bruchbude,shanty house / shanty town,Incremental housing
buda,shanty house / shanty town,Incremental housing
favela,shanty house / shanty town,Incremental housing
squatter city / camp / settlement,squatter city / camp / settlement,Incremental housing
hausbesetzer,squatter city / camp / settlement,Incremental housing
elendsviertel,squatter city / camp / settlement,Incremental housing
elendsviertel,squatter city / camp / settlement,Incremental housing
tanake,tanake,Incremental housing
taudis,taudis,Incremental housing
elendsviertel,taudis,Incremental housing
truschobi,truschobi,Incremental housing
tugurio,tugurio,Incremental housing
cabane,tugurio,Incremental housing
bude,tugurio,Incremental housing
hovel,tugurio,Incremental housing
bruchbude,tugurio,Incremental housing
stamberga,tugurio,Incremental housing
rudera,tugurio,Incremental housing
tugúrio,tugurio,Incremental housing
umjondolo,umjondolo,Incremental housing
slum,umjondolo,Incremental housing
dzielnica slumsowa,umjondolo,Incremental housing
elendsviertel,umjondolo,Incremental housing
villa miseria,villa miseria,Incremental housing
elendsviertel,villa miseria,Incremental housing
watta,watta,Incremental housing
waterconnection,watta,Incremental housing
conexión de agua,watta,Incremental housing
branchement d'eau,watta,Incremental housing
wasseranschluss,watta,Incremental housing
collegamento idrico,watta,Incremental housing
przyłącze wodociągowe,watta,Incremental housing
ligação de água,watta,Incremental housing
public housing,public housing,Social housing
vivienda pública,public housing,Social housing
logement public,public housing,Social housing
öffentlicher wohnungsbau,public housing,Social housing
edilizia pubblica,public housing,Social housing
mieszkania publiczne,public housing,Social housing
habitação pública,public housing,Social housing
social housing,public housing,Social housing
vivienda social,public housing,Social housing
logement social,public housing,Social housing
sozialer wohnungsbau,public housing,Social housing
edilizia sociale,public housing,Social housing
mieszkania socjalne,public housing,Social housing
habitação social,public housing,Social housing
affordable housing,affordable housing,Social housing
affordable,affordable housing,Social housing
asequible,affordable housing,Social housing
abordable,affordable housing,Social housing
bezahlbar,affordable housing,Social housing
accessibile,affordable housing,Social housing
niedrogi,affordable housing,Social housing
acessível,affordable housing,Social housing
subsidized,affordable housing,Social housing
subsidiado,affordable housing,Social housing
subventionné,affordable housing,Social housing
subventioniert,affordable housing,Social housing
sovvenzionato,affordable housing,Social housing
subsydiowany,affordable housing,Social housing
low-cost housing,low-cost housing,Social housing
erschwinglich,low-cost housing,Social housing
abbordabile,low-cost housing,Social housing
przystępny,low-cost housing,Social housing
wohnungswesen,low-cost housing,Social housing
social housing,social housing,Social housing
socialhousing,social housing,Social housing
sozialwohnung,social housing,Social housing
edilizia popolare,social housing,Social housing
mieszkalnictwo społeczne,social housing,Social housing
publichousing,social housing,Social housing
öffentlicher wohnungsbau,social housing,Social housing
edilizia residenziale pubblica,social housing,Social housing
budownictwo komunalne,social housing,Social housing
nonprofit housing,nonprofit housing,Social housing
housingcooperative,nonprofit housing,Social housing
cooperativa de vivienda,nonprofit housing,Social housing
coopérative d'habitation,nonprofit housing,Social housing
wohnungsgenossenschaft,nonprofit housing,Social housing
cooperativa di abitazione,nonprofit housing,Social housing
spółdzielnia mieszkaniowa,nonprofit housing,Social housing
cooperativa habitacional,nonprofit housing,Social housing
housingassociation,nonprofit housing,Social housing
asociación de vivienda,nonprofit housing,Social housing
association de logement,nonprofit housing,Social housing
wohnungsbaugesellschaft,nonprofit housing,Social housing
associazione di edilizia abitativa,nonprofit housing,Social housing
stowarzyszenie mieszkaniowe,nonprofit housing,Social housing
associação habitacional,nonprofit housing,Social housing
subsidized housing,subsidized housing,Social housing
subsidizedhousing,subsidized housing,Social housing
viviendasubvencionada,subsidized housing,Social housing
logementsubventionné,subsidized housing,Social housing
geförderterwohnraum,subsidized housing,Social housing
alloggiosovvenzionato,subsidized housing,Social housing
mieszkaniesubsydiowane,subsidized housing,Social housing
habitacaosubsidiada,subsidized housing,Social housing
rentsubsidy,subsidized housing,Social housing
subvencionalquiler,subsidized housing,Social housing
subventionloyer,subsidized housing,Social housing
mietzuschuss,subsidized housing,Social housing
sovvenzioneaffitto,subsidized housing,Social housing
dopłataczynszu,subsidized housing,Social housing
subsidioaluguel,subsidized housing,Social housing
government-funded housing,government-funded housing,Social housing
sozialwohnung,government-funded housing,Social housing
gemeindewohnung,government-funded housing,Social housing
mieszkania komunalne,government-funded housing,Social housing
vivienda subvencionada,government-funded housing,Social housing
logement subventionné,government-funded housing,Social housing
subventionierter wohnraum,government-funded housing,Social housing
edilizia agevolata,government-funded housing,Social housing
mieszkania subsydiowane,government-funded housing,Social housing
habitação subsidiada,government-funded housing,Social housing
permanently affordable housing,permanently affordable housing,Social housing
wohnraum,permanently affordable housing,Social housing
shared-equity housing,shared-equity housing,Social housing
shared-equity,shared-equity housing,Social housing
vivienda de equidad compartida,shared-equity housing,Social housing
logement à équité partagée,shared-equity housing,Social housing
wohneigentum mit geteilter kapitalbeteiligung,shared-equity housing,Social housing
abitazione con equità condivisa,shared-equity housing,Social housing
mieszkanie z udziałem kapitałowym,shared-equity housing,Social housing
habitação de equidade compartilhada,shared-equity housing,Social housing
municipal housing,municipal housing,Social housing
municipal,municipal housing,Social housing
kommunal,municipal housing,Social housing
municipale,municipal housing,Social housing
komunalny,municipal housing,Social housing
wohnungswesen,municipal housing,Social housing
state-funded housing,state-funded housing,Social housing
sozialwohnung,state-funded housing,Social housing
alloggio popolare,state-funded housing,Social housing
mieszkanie socjalne,state-funded housing,Social housing
öffentlicher wohnungsbau,state-funded housing,Social housing
councilhousing,state-funded housing,Social housing
vivienda municipal,state-funded housing,Social housing
logement municipal,state-funded housing,Social housing
gemeindewohnung,state-funded housing,Social housing
alloggio comunale,state-funded housing,Social housing
mieszkanie komunalne,state-funded housing,Social housing
habitação municipal,state-funded housing,Social housing
rent vouchers,Rent vouchers ,Social housing
gutschein,Rent vouchers ,Social housing
rent,Rent vouchers ,Social housing
loyer,Rent vouchers ,Social housing
miete,Rent vouchers ,Social housing
czynsz,Rent vouchers ,Social housing
supply-side subsidies,Supply-side subsidies,Social housing
subsidies,Supply-side subsidies,Social housing
subsidios,Supply-side subsidies,Social housing
subventions,Supply-side subsidies,Social housing
subventionen,Supply-side subsidies,Social housing
sussidi,Supply-side subsidies,Social housing
subsydia,Supply-side subsidies,Social housing
subsídios,Supply-side subsidies,Social housing
demand-side subsidies,Demand-side subsidies,Social housing
vouchers,Demand-side subsidies,Social housing
vales,Demand-side subsidies,Social housing
bons,Demand-side subsidies,Social housing
gutscheine,Demand-side subsidies,Social housing
buoni,Demand-side subsidies,Social housing
bony,Demand-side subsidies,Social housing
community land trust,Community Land Trust,Social housing
communitylandtrust,Community Land Trust,Social housing
fideicomiso de tierras comunitarias,Community Land Trust,Social housing
fiducie foncière communautaire,Community Land Trust,Social housing
gemeinschaftlicher bodenfonds,Community Land Trust,Social housing
fondo di terra comunitario,Community Land Trust,Social housing
społeczny fundusz ziemi,Community Land Trust,Social housing
fideicomisso de terras comunitárias,Community Land Trust,Social housing
clt,Community Land Trust,Social housing
cooperative housing,cooperative housing,Social housing
housing cooperative,cooperative housing,Social housing
wohnungsgenossenschaft,cooperative housing,Social housing
cooperativa abitativa,cooperative housing,Social housing
housing cooperatives,housing cooperatives,Social housing
cooperative,housing cooperatives,Social housing
cooperativa,housing cooperatives,Social housing
coopérative,housing cooperatives,Social housing
genossenschaft,housing cooperatives,Social housing
spółdzielnia,housing cooperatives,Social housing
community-led housing,Community-led housing,Social housing
community-led,Community-led housing,Social housing
liderado por la comunidad,Community-led housing,Social housing
dirigé par la communauté,Community-led housing,Social housing
gemeinschaftsgeführt,Community-led housing,Social housing
guidato dalla comunità,Community-led housing,Social housing
kierowany przez społeczność,Community-led housing,Social housing
liderado pela comunidade,Community-led housing,Social housing
co-housing,Co-housing,Social housing
cohousing,Co-housing,Social housing
coliving,Co-housing,Social housing
housing associations,Housing associations,Social housing
housing association,Housing associations,Social housing
wohnungsbaugenossenschaft,Housing associations,Social housing
associazione di alloggi,Housing associations,Social housing
associação de habitação,Housing associations,Social housing
social landlord,Housing associations,Social housing
arrendador social,Housing associations,Social housing
bailleur social,Housing associations,Social housing
sozialer vermieter,Housing associations,Social housing
locatore sociale,Housing associations,Social housing
wynajmujący socjalny,Housing associations,Social housing
senhorio social,Housing associations,Social housing
social rental agency,Social rental agency,Social housing
social,Social rental agency,Social housing
sozial,Social rental agency,Social housing
sociale,Social rental agency,Social housing
społeczny,Social rental agency,Social housing
miete,Social rental agency,Social housing
noleggio,Social rental agency,Social housing
agency,Social rental agency,Social housing
agencia,Social rental agency,Social housing
agence,Social rental agency,Social housing
agentur,Social rental agency,Social housing
agenzia,Social rental agency,Social housing
agencja,Social rental agency,Social housing
agência,Social rental agency,Social housing
social rental,Social rental,Social housing
sozialwohnung,Social rental,Social housing
socialrent,Social rental,Social housing
alquiler social,Social rental,Social housing
location sociale,Social rental,Social housing
sozialmiete,Social rental,Social housing
affitto sociale,Social rental,Social housing
wynajem socjalny,Social rental,Social housing
arrendamento social,Social rental,Social housing
social-rental housing,Social-rental housing,Social housing
social-housing,Social-rental housing,Social housing
vivienda-social,Social-rental housing,Social housing
logement-social,Social-rental housing,Social housing
edilizia-sociale,Social-rental housing,Social housing
mieszkanie-socjalne,Social-rental housing,Social housing
habitação-social,Social-rental housing,Social housing
social-rent,Social-rental housing,Social housing
alquiler-social,Social-rental housing,Social housing
loyer-social,Social-rental housing,Social housing
affitto-sociale,Social-rental housing,Social housing
czynsz-socjalny,Social-rental housing,Social housing
renda-social,Social-rental housing,Social housing
rental protection,rental protection,Social housing
rentcontrol,rental protection,Social housing
control de alquiler,rental protection,Social housing
contrôle des loyers,rental protection,Social housing
mietkontrolle,rental protection,Social housing
controllo degli affitti,rental protection,Social housing
kontrola czynszów,rental protection,Social housing
controle de aluguéis,rental protection,Social housing
rentstabilization,rental protection,Social housing
estabilización de alquileres,rental protection,Social housing
stabilisation des loyers,rental protection,Social housing
mietstabilisierung,rental protection,Social housing
stabilizzazione degli affitti,rental protection,Social housing
stabilizacja czynszów,rental protection,Social housing
estabilização de aluguéis,rental protection,Social housing
rentceiling,rental protection,Social housing
límite de alquiler,rental protection,Social housing
plafond des loyers,rental protection,Social housing
mietobergrenze,rental protection,Social housing
tetto massimo degli affitti,rental protection,Social housing
górna granica czynszu,rental protection,Social housing
teto de aluguel,rental protection,Social housing
tenancysecurity,rental protection,Social housing
seguridad de la tenencia,rental protection,Social housing
sécurité de l'occupation,rental protection,Social housing
bestandsschutz,rental protection,Social housing
sicurezza di locazione,rental protection,Social housing
bezpieczeństwo najmu,rental protection,Social housing
segurança de locação,rental protection,Social housing
evictionprotection,rental protection,Social housing
protección contra desahucios,rental protection,Social housing
protection contre les expulsions,rental protection,Social housing
räumungsschutz,rental protection,Social housing
protezione dagli sfratti,rental protection,Social housing
ochrona przed eksmisją,rental protection,Social housing
proteção contra despejos,rental protection,Social housing
non-market housing,non-market housing,Social housing
nonmarkethousing,non-market housing,Social housing
vivienda no mercantil,non-market housing,Social housing
logement non marchand,non-market housing,Social housing
nicht-kommerzielle wohnraumversorgung,non-market housing,Social housing
alloggi non di mercato,non-market housing,Social housing
mieszkalnictwo nierynkowe,non-market housing,Social housing
habitação não mercantil,non-market housing,Social housing
öffentliche wohnungen,non-market housing,Social housing
alloggi pubblici,non-market housing,Social housing
subventionierter wohnraum,non-market housing,Social housing
edilizia sovvenzionata,non-market housing,Social housing
mieszkalnictwo dotowane,non-market housing,Social housing
cooperativehousing,non-market housing,Social housing
vivienda cooperativa,non-market housing,Social housing
logement coopératif,non-market housing,Social housing
genossenschaftliches wohnen,non-market housing,Social housing
edilizia cooperativa,non-market housing,Social housing
mieszkalnictwo spółdzielcze,non-market housing,Social housing
habitação cooperativa,non-market housing,Social housing
communityhousing,non-market housing,Social housing
vivienda comunitaria,non-market housing,Social housing
logement communautaire,non-market housing,Social housing
gemeinschaftliches wohnen,non-market housing,Social housing
edilizia comunitaria,non-market housing,Social housing
mieszkalnictwo wspólnotowe,non-market housing,Social housing
habitação comunitária,non-market housing,Social housing
energy service company (esco),Energy Service Company (ESCO),Social housing
esco,Energy Service Company (ESCO),Social housing
esco,Energy Service Company (ESCO),Social housing
esco,Energy Service Company (ESCO),Social housing
esco,Energy Service Company (ESCO),Social housing
esco,Energy Service Company (ESCO),Social housing
esco,Energy Service Company (ESCO),Social housing
esco,Energy Service Company (ESCO),Social housing
affordable rental,affordable rental,Social housing
loyer social,affordable rental,Social housing
czynsz socjalny,affordable rental,Social housing
renda social,affordable rental,Social housing
subvencionado,affordable rental,Social housing
dotowany,affordable rental,Social housing
social acceptability of housing projects (nimby),social acceptability of housing projects (NIMBY),Social housing
nimby,social acceptability of housing projects (NIMBY),Social housing
nimby,social acceptability of housing projects (NIMBY),Social housing
nimby,social acceptability of housing projects (NIMBY),Social housing
nimby,social acceptability of housing projects (NIMBY),Social housing
nimby,social acceptability of housing projects (NIMBY),Social housing
nimby,social acceptability of housing projects (NIMBY),Social housing
nimby,social acceptability of housing projects (NIMBY),Social housing
nimbyism,social acceptability of housing projects (NIMBY),Social housing
nimbyismo,social acceptability of housing projects (NIMBY),Social housing
nimbyisme,social acceptability of housing projects (NIMBY),Social housing
nimbyismus,social acceptability of housing projects (NIMBY),Social housing
nimbyzm,social acceptability of housing projects (NIMBY),Social housing
